File Name,dataCV,SCAN RATE,499.999
T,Vf,Im
1.642,-1.53145,-0.00572762
1.644,-1.53229,-0.00572762
1.646,-1.53353,-0.00574847
1.648,-1.53449,-0.00578598
1.65,-1.53545,-0.00581933
1.652,-1.53633,-0.00586936
1.654,-1.53742,-0.00586102
1.656,-1.53847,-0.00591521
1.658,-1.53942,-0.00590687
1.66,-1.54027,-0.00597774
1.662,-1.54154,-0.00602776
1.664,-1.5425,-0.00606111
1.666,-1.5434,-0.00606945
1.668,-1.5445,-0.00614865
1.67,-1.54542,-0.00611113
1.672,-1.54645,-0.00614031
1.674,-1.54744,-0.00614865
1.676,-1.54828,-0.00620284
1.678,-1.5494,-0.00617366
1.68,-1.55039,-0.00626954
1.682,-1.55141,-0.00629038
1.684,-1.5524,-0.0063404
1.686,-1.55338,-0.00633623
1.688,-1.55445,-0.00637375
1.69,-1.55542,-0.00637792
1.692,-1.55636,-0.00643211
1.694,-1.55747,-0.00649464
1.696,-1.5584,-0.00650715
1.698,-1.55942,-0.00654883
1.7,-1.56037,-0.00656551
1.702,-1.56144,-0.00661136
1.704,-1.56245,-0.00661553
1.706,-1.56342,-0.00662387
1.708,-1.56427,-0.00664888
1.71,-1.56563,-0.00675309
1.712,-1.56642,-0.00676143
1.714,-1.56741,-0.00676977
1.716,-1.56858,-0.00683646
1.718,-1.56939,-0.00687398
1.72,-1.57051,-0.00692817
1.722,-1.57145,-0.0069782
1.724,-1.57252,-0.00706574
1.726,-1.57365,-0.00738255
1.728,-1.5744,-0.00796198
1.73,-1.57535,-0.00907916
1.732,-1.57638,-0.0109634
1.734,-1.57735,-0.0133269
1.736,-1.57835,-0.0158489
1.738,-1.57934,-0.0182208
1.74,-1.58038,-0.0205094
1.742,-1.58146,-0.0225228
1.744,-1.58239,-0.0245196
1.746,-1.58339,-0.0262995
1.748,-1.58432,-0.0280045
1.75,-1.58529,-0.0296636
1.752,-1.58644,-0.0312768
1.754,-1.58737,-0.0327817
1.756,-1.58836,-0.0342032
1.758,-1.58952,-0.035608
1.76,-1.59038,-0.0370295
1.762,-1.59137,-0.0383009
1.764,-1.59227,-0.0395306
1.766,-1.59327,-0.0406853
1.768,-1.59448,-0.0418567
1.77,-1.5954,-0.0427863
1.772,-1.59627,-0.0437826
1.774,-1.59748,-0.0446955
1.776,-1.59845,-0.0455709
1.778,-1.5994,-0.046488
1.78,-1.6004,-0.0472466
1.782,-1.6014,-0.0479928
1.784,-1.60242,-0.0486723
1.786,-1.60338,-0.0493643
1.788,-1.60433,-0.0498853
1.79,-1.60542,-0.0504523
1.792,-1.60637,-0.0510025
1.794,-1.60733,-0.0515278
1.796,-1.60833,-0.0520238
1.798,-1.60942,-0.0524949
1.8,-1.61044,-0.0529492
1.802,-1.61143,-0.0534036
1.804,-1.61227,-0.0537246
1.806,-1.6135,-0.0540456
1.808,-1.61434,-0.0544749
1.81,-1.61537,-0.0547918
1.812,-1.61636,-0.0550711
1.814,-1.61726,-0.0553462
1.816,-1.61846,-0.0556171
1.818,-1.6194,-0.0559048
1.82,-1.62025,-0.0560965
1.822,-1.62165,-0.0561966
1.824,-1.62238,-0.0563175
1.826,-1.62333,-0.0564759
1.828,-1.62459,-0.0565426
1.83,-1.62532,-0.0565426
1.832,-1.62637,-0.0566009
1.834,-1.62737,-0.0565842
1.836,-1.62836,-0.0564884
1.838,-1.62935,-0.0563466
1.84,-1.63034,-0.0561507
1.842,-1.63136,-0.0559715
1.844,-1.63239,-0.0558631
1.846,-1.63333,-0.0556296
1.848,-1.63442,-0.0553545
1.85,-1.6354,-0.0551252
1.852,-1.6363,-0.0548793
1.854,-1.63753,-0.0545542
1.856,-1.63833,-0.0541498
1.858,-1.6393,-0.0537996
1.86,-1.6403,-0.0535078
1.862,-1.64126,-0.0531785
1.864,-1.64242,-0.0528117
1.866,-1.64331,-0.0524699
1.868,-1.64425,-0.0521447
1.87,-1.64562,-0.051757
1.872,-1.64637,-0.0513235
1.874,-1.64732,-0.0509358
1.876,-1.64824,-0.0505982
1.878,-1.64932,-0.0502605
1.88,-1.65044,-0.0498687
1.882,-1.65125,-0.0495185
1.884,-1.65228,-0.0491558
1.886,-1.6533,-0.0487848
1.888,-1.65432,-0.048368
1.89,-1.65527,-0.048022
1.892,-1.65631,-0.0476552
1.894,-1.65729,-0.0473508
1.896,-1.65839,-0.0469507
1.898,-1.6593,-0.0465838
1.9,-1.66027,-0.046242
1.902,-1.66119,-0.0459127
1.904,-1.66231,-0.0455334
1.906,-1.6633,-0.045229
1.908,-1.66427,-0.0449206
1.91,-1.66525,-0.0446204
1.912,-1.66632,-0.0442661
1.914,-1.66735,-0.0439368
1.916,-1.66824,-0.0436617
1.918,-1.66957,-0.0433824
1.92,-1.6703,-0.0430614
1.922,-1.67135,-0.0427237
1.924,-1.67219,-0.0423861
1.926,-1.67339,-0.0422068
1.928,-1.67443,-0.0419192
1.93,-1.67531,-0.0416649
1.932,-1.67624,-0.0412856
1.934,-1.67728,-0.0409729
1.936,-1.67831,-0.0406895
1.938,-1.67926,-0.0404602
1.94,-1.68026,-0.0402101
1.942,-1.68125,-0.0400142
1.944,-1.68233,-0.0397182
1.946,-1.68333,-0.0394472
1.948,-1.68424,-0.0392388
1.95,-1.68541,-0.0390054
1.952,-1.68629,-0.0387886
1.954,-1.6873,-0.0385677
1.956,-1.6883,-0.0382925
1.958,-1.68931,-0.0381091
1.96,-1.69043,-0.0378632
1.962,-1.69132,-0.0376714
1.964,-1.69224,-0.0374838
1.966,-1.69355,-0.0372337
1.968,-1.69437,-0.0370586
1.97,-1.6953,-0.0368335
1.972,-1.69632,-0.0366376
1.974,-1.69715,-0.036425
1.976,-1.69843,-0.0362541
1.978,-1.69935,-0.0360915
1.98,-1.70031,-0.0359248
1.982,-1.70159,-0.0357497
1.984,-1.70228,-0.0355663
1.986,-1.70327,-0.0354412
1.988,-1.70433,-0.0352453
1.99,-1.70528,-0.0350077
1.992,-1.70625,-0.0348785
1.994,-1.70729,-0.0347242
1.996,-1.70824,-0.0345533
1.998,-1.70932,-0.0343782
2.0,-1.71033,-0.0342532
2.002,-1.71131,-0.0340906
2.004,-1.71224,-0.033928
2.006,-1.71327,-0.0337696
2.008,-1.71442,-0.0336821
2.01,-1.71528,-0.0334987
2.012,-1.71622,-0.0333694
2.014,-1.71725,-0.0332361
2.016,-1.71825,-0.0330985
2.018,-1.71931,-0.0329609
2.02,-1.72025,-0.0328192
2.022,-1.7213,-0.0326733
2.024,-1.72244,-0.0325691
2.026,-1.7233,-0.0324815
2.028,-1.72422,-0.032344
2.03,-1.72542,-0.0322106
2.032,-1.72634,-0.0321147
2.034,-1.72728,-0.0320355
2.036,-1.7283,-0.0318563
2.038,-1.72925,-0.031702
2.04,-1.73022,-0.0315895
2.042,-1.73127,-0.0315144
2.044,-1.7323,-0.0313685
2.046,-1.7333,-0.0313185
2.048,-1.73432,-0.0311935
2.05,-1.73533,-0.0310767
2.052,-1.73629,-0.0309683
2.054,-1.73724,-0.0308766
2.056,-1.73842,-0.0307558
2.058,-1.73927,-0.0306932
2.06,-1.74024,-0.0305807
2.062,-1.74137,-0.0304973
2.064,-1.74228,-0.0304223
2.066,-1.74332,-0.0303097
2.068,-1.74425,-0.0302138
2.07,-1.74515,-0.0300429
2.072,-1.74628,-0.0299804
2.074,-1.74737,-0.0298512
2.076,-1.74824,-0.029822
2.078,-1.74938,-0.0297511
2.08,-1.7504,-0.0296594
2.082,-1.75127,-0.0295886
2.084,-1.75272,-0.0294927
2.086,-1.75327,-0.029376
2.088,-1.75422,-0.0292926
2.09,-1.75525,-0.0292092
2.092,-1.75625,-0.0291342
2.094,-1.75728,-0.0290508
2.096,-1.75829,-0.0289883
2.098,-1.75927,-0.0289341
2.1,-1.76021,-0.0288882
2.102,-1.76126,-0.0287632
2.104,-1.76224,-0.028659
2.106,-1.76327,-0.0286381
2.108,-1.76423,-0.0285464
2.11,-1.76523,-0.0285047
2.112,-1.76632,-0.0284297
2.114,-1.76728,-0.0283421
2.116,-1.76825,-0.0283213
2.118,-1.76919,-0.0282338
2.12,-1.77041,-0.0281671
2.122,-1.7713,-0.0281087
2.124,-1.77223,-0.028017
2.126,-1.77337,-0.0279962
2.128,-1.77422,-0.0279044
2.13,-1.7753,-0.0278169
2.132,-1.77637,-0.0278169
2.134,-1.77739,-0.0277419
2.136,-1.7784,-0.0276377
2.138,-1.77925,-0.0275876
2.14,-1.78026,-0.0275293
2.142,-1.78126,-0.0274876
2.144,-1.78229,-0.0274292
2.146,-1.78324,-0.0273792
2.148,-1.78425,-0.0273334
2.15,-1.7852,-0.0272958
2.152,-1.78627,-0.0272541
2.154,-1.78724,-0.0271791
2.156,-1.78827,-0.0270916
2.158,-1.78925,-0.0270666
2.16,-1.79025,-0.0270499
2.162,-1.79133,-0.026979
2.164,-1.79227,-0.0269165
2.166,-1.79326,-0.0268706
2.168,-1.79433,-0.0268331
2.17,-1.7953,-0.0267956
2.172,-1.79622,-0.0266914
2.174,-1.79734,-0.0266539
2.176,-1.79832,-0.0266247
2.178,-1.79937,-0.026558
2.18,-1.80024,-0.0265246
2.182,-1.80116,-0.0264538
2.184,-1.80242,-0.0264079
2.186,-1.80342,-0.0263662
2.188,-1.80426,-0.0263454
2.19,-1.80529,-0.0262662
2.192,-1.8063,-0.0262412
2.194,-1.80726,-0.0262078
2.196,-1.80828,-0.0261411
2.198,-1.8093,-0.0260953
2.2,-1.81034,-0.0260869
2.202,-1.81125,-0.0260203
2.204,-1.81225,-0.0259827
2.206,-1.81335,-0.0259494
2.208,-1.81428,-0.0258785
2.21,-1.81529,-0.025841
2.212,-1.81625,-0.0257993
2.214,-1.81721,-0.0257826
2.216,-1.81841,-0.0257535
2.218,-1.81925,-0.0256909
2.22,-1.82025,-0.0256576
2.222,-1.8214,-0.0256409
2.224,-1.82226,-0.0255951
2.226,-1.8233,-0.0255659
2.228,-1.82426,-0.0255159
2.23,-1.82528,-0.0254575
2.232,-1.82633,-0.0254492
2.234,-1.82727,-0.0254366
2.236,-1.82826,-0.0253866
2.238,-1.82917,-0.0252616
2.24,-1.83022,-0.0252532
2.242,-1.83123,-0.0251824
2.244,-1.83227,-0.025174
2.246,-1.83324,-0.0251365
2.248,-1.83422,-0.0251073
2.25,-1.8353,-0.025099
2.252,-1.83625,-0.0250198
2.254,-1.83728,-0.0249573
2.256,-1.83827,-0.0249739
2.258,-1.83928,-0.0249448
2.26,-1.84023,-0.0248989
2.262,-1.84117,-0.0248489
2.264,-1.84242,-0.0247989
2.266,-1.84325,-0.0248197
2.268,-1.84422,-0.024778
2.27,-1.84555,-0.0247322
2.272,-1.84628,-0.024703
2.274,-1.84734,-0.0246821
2.276,-1.84825,-0.0246488
2.278,-1.84921,-0.0246154
2.28,-1.85045,-0.0245571
2.282,-1.85137,-0.0245446
2.284,-1.85228,-0.0245279
2.286,-1.85352,-0.0244987
2.288,-1.8544,-0.0244404
2.29,-1.85527,-0.0244028
2.292,-1.85626,-0.0244279
2.294,-1.85727,-0.0243987
2.296,-1.85822,-0.0243111
2.298,-1.85927,-0.0242945
2.3,-1.86023,-0.0242903
2.302,-1.86125,-0.0242319
2.304,-1.86227,-0.0241861
2.306,-1.86327,-0.0241277
2.308,-1.86424,-0.0241361
2.31,-1.86524,-0.0241611
2.312,-1.86641,-0.0240985
2.314,-1.86728,-0.0240527
2.316,-1.86826,-0.0240527
2.318,-1.86935,-0.0240443
2.32,-1.87027,-0.0239693
2.322,-1.87132,-0.0238984
2.324,-1.87222,-0.0238568
2.326,-1.87325,-0.023911
2.328,-1.87426,-0.0238443
2.33,-1.87531,-0.0238484
2.332,-1.87625,-0.0238026
2.334,-1.87727,-0.0238067
2.336,-1.87833,-0.0237234
2.338,-1.87922,-0.0236608
2.34,-1.88022,-0.0236275
2.342,-1.88109,-0.02364
2.344,-1.8822,-0.0235858
2.346,-1.88327,-0.0235858
2.348,-1.88422,-0.0235233
2.35,-1.88521,-0.0235566
2.352,-1.88629,-0.0235149
2.354,-1.88724,-0.0234566
2.356,-1.88825,-0.0234441
2.358,-1.88926,-0.0234149
2.36,-1.89037,-0.0234441
2.362,-1.8913,-0.0234024
2.364,-1.89225,-0.023394
2.366,-1.89319,-0.0233315
2.368,-1.89429,-0.0233232
2.37,-1.89527,-0.0232773
2.372,-1.89625,-0.0232065
2.374,-1.89717,-0.0232273
2.376,-1.8984,-0.0232732
2.378,-1.8993,-0.023194
2.38,-1.90023,-0.0231981
2.382,-1.90157,-0.0231773
2.384,-1.9024,-0.0231564
2.386,-1.90333,-0.0230689
2.388,-1.90435,-0.0230689
2.39,-1.90532,-0.0230064
2.392,-1.90647,-0.0230272
2.394,-1.90727,-0.0229939
2.396,-1.90833,-0.0229772
2.398,-1.90925,-0.0229397
2.4,-1.91031,-0.022948
2.402,-1.91127,-0.0229647
2.404,-1.91225,-0.0229188
2.406,-1.91327,-0.022873
2.408,-1.91428,-0.022873
2.41,-1.9153,-0.0228771
2.412,-1.91624,-0.022823
2.414,-1.9173,-0.0228396
2.416,-1.91827,-0.0228021
2.418,-1.91927,-0.0227854
2.42,-1.92024,-0.0227604
2.422,-1.92113,-0.0227312
2.424,-1.92236,-0.0226979
2.426,-1.92329,-0.0226645
2.428,-1.92425,-0.0226312
2.43,-1.92545,-0.0226312
2.432,-1.92627,-0.0225937
2.434,-1.9273,-0.022602
2.436,-1.92832,-0.0225687
2.438,-1.92912,-0.022552
2.44,-1.93036,-0.0225645
2.442,-1.93128,-0.0225186
2.444,-1.93223,-0.0225228
2.446,-1.93323,-0.0225145
2.448,-1.93426,-0.0224645
2.45,-1.9352,-0.0224853
2.452,-1.9363,-0.0224478
2.454,-1.93724,-0.0224186
2.456,-1.93822,-0.0223477
2.458,-1.93924,-0.0223811
2.46,-1.94025,-0.0223561
2.462,-1.94124,-0.022306
2.464,-1.94223,-0.0223186
2.466,-1.94325,-0.022306
2.468,-1.94427,-0.0222935
2.47,-1.94527,-0.0222477
2.472,-1.94624,-0.022231
2.474,-1.94729,-0.0221977
2.476,-1.94822,-0.0222143
2.478,-1.94921,-0.022181
2.48,-1.95024,-0.0221435
2.482,-1.95133,-0.0221685
2.484,-1.95225,-0.0221185
2.486,-1.9532,-0.0221226
2.488,-1.95425,-0.0221143
2.49,-1.95527,-0.0221101
2.492,-1.95622,-0.0220851
2.494,-1.95725,-0.0220601
2.496,-1.9582,-0.0220643
2.498,-1.95924,-0.0221018
2.5,-1.96025,-0.0220684
2.502,-1.96125,-0.0220601
2.504,-1.96221,-0.0220226
2.506,-1.96323,-0.0219559
2.508,-1.96422,-0.0220101
2.51,-1.96523,-0.0219851
2.512,-1.9662,-0.0219392
2.514,-1.96725,-0.0219309
2.516,-1.96824,-0.0219184
2.518,-1.96912,-0.021935
2.52,-1.97029,-0.0219059
2.522,-1.97128,-0.0219225
2.524,-1.97222,-0.0218767
2.526,-1.97316,-0.0218683
2.528,-1.97424,-0.021835
2.53,-1.97527,-0.0218225
2.532,-1.97624,-0.0218225
2.534,-1.9771,-0.0218267
2.536,-1.97845,-0.0217975
2.538,-1.9793,-0.0217725
2.54,-1.98023,-0.0217891
2.542,-1.98132,-0.021735
2.544,-1.98228,-0.0217516
2.546,-1.98334,-0.0217766
2.548,-1.98424,-0.0217224
2.55,-1.98522,-0.0217099
2.552,-1.98621,-0.0217141
2.554,-1.98725,-0.0216974
2.556,-1.98825,-0.0216891
2.558,-1.98923,-0.0216641
2.56,-1.99025,-0.0216599
2.562,-1.99126,-0.0216224
2.564,-1.99224,-0.0215974
2.566,-1.99314,-0.0216182
2.568,-1.99436,-0.0216057
2.57,-1.99527,-0.0215682
2.572,-1.99623,-0.0215932
2.574,-1.99716,-0.0215557
2.576,-1.99624,-0.021439
2.578,-1.99528,-0.0213264
2.58,-1.99442,-0.0212597
2.582,-1.99317,-0.0211555
2.584,-1.99222,-0.0211555
2.586,-1.99126,-0.021068
2.588,-1.99021,-0.0210055
2.59,-1.9892,-0.0209179
2.592,-1.98821,-0.0209096
2.594,-1.98724,-0.0208971
2.596,-1.98621,-0.0208387
2.598,-1.9852,-0.0207637
2.6,-1.98426,-0.0207512
2.602,-1.98335,-0.020647
2.604,-1.98228,-0.0206219
2.606,-1.98117,-0.0205469
2.608,-1.98024,-0.0205386
2.61,-1.97922,-0.0204719
2.612,-1.97842,-0.0204469
2.614,-1.97705,-0.020401
2.616,-1.97622,-0.0203552
2.618,-1.97527,-0.0202843
2.62,-1.9742,-0.0202509
2.622,-1.97321,-0.0202259
2.624,-1.97225,-0.0201801
2.626,-1.97127,-0.0201301
2.628,-1.9704,-0.0200925
2.63,-1.96917,-0.0200634
2.632,-1.96823,-0.0199967
2.634,-1.96726,-0.0199716
2.636,-1.96623,-0.0198924
2.638,-1.96521,-0.0198841
2.64,-1.96427,-0.0198716
2.642,-1.96322,-0.0198257
2.644,-1.96224,-0.0197632
2.646,-1.96125,-0.0197299
2.648,-1.96027,-0.0196924
2.65,-1.95924,-0.0196882
2.652,-1.95834,-0.019659
2.654,-1.95758,-0.0196173
2.656,-1.95615,-0.019559
2.658,-1.95525,-0.0195298
2.66,-1.95437,-0.0194923
2.662,-1.95317,-0.0194547
2.664,-1.95234,-0.0194131
2.666,-1.95128,-0.0194006
2.668,-1.95023,-0.0193589
2.67,-1.9494,-0.019338
2.672,-1.94823,-0.0193172
2.674,-1.94724,-0.0192255
2.676,-1.94641,-0.0192421
2.678,-1.94522,-0.019213
2.68,-1.94421,-0.0191504
2.682,-1.94326,-0.0191379
2.684,-1.94227,-0.0191129
2.686,-1.94124,-0.0190629
2.688,-1.94027,-0.0190254
2.69,-1.93928,-0.0189712
2.692,-1.93821,-0.018917
2.694,-1.93728,-0.0189378
2.696,-1.93628,-0.0188711
2.698,-1.93521,-0.0188169
2.7,-1.93425,-0.0188003
2.702,-1.93322,-0.0188253
2.704,-1.93217,-0.0187586
2.706,-1.93128,-0.0187336
2.708,-1.93018,-0.0186877
2.71,-1.92905,-0.0186627
2.712,-1.92821,-0.018646
2.714,-1.92726,-0.018621
2.716,-1.92623,-0.018596
2.718,-1.92538,-0.018546
2.72,-1.92425,-0.0185543
2.722,-1.92325,-0.0185252
2.724,-1.92239,-0.0184751
2.726,-1.9212,-0.0184209
2.728,-1.92022,-0.0184043
2.73,-1.9193,-0.0183918
2.732,-1.91827,-0.0183376
2.734,-1.91729,-0.0183292
2.736,-1.91625,-0.0183
2.738,-1.91527,-0.0182625
2.74,-1.91437,-0.018225
2.742,-1.91328,-0.0181792
2.744,-1.91229,-0.0181875
2.746,-1.91127,-0.0181792
2.748,-1.91029,-0.01815
2.75,-1.90929,-0.0181458
2.752,-1.90829,-0.0180374
2.754,-1.90727,-0.0180666
2.756,-1.90643,-0.0180416
2.758,-1.90522,-0.0180124
2.76,-1.90437,-0.0179874
2.762,-1.90327,-0.0179541
2.764,-1.90232,-0.0179332
2.766,-1.90148,-0.0179165
2.768,-1.90024,-0.017879
2.77,-1.89931,-0.0178415
2.772,-1.89843,-0.0177873
2.774,-1.89716,-0.017804
2.776,-1.89625,-0.0177623
2.778,-1.89534,-0.0177498
2.78,-1.89428,-0.0177039
2.782,-1.89345,-0.0177164
2.784,-1.89225,-0.0176956
2.786,-1.89125,-0.0176914
2.788,-1.89033,-0.0176206
2.79,-1.88927,-0.0176414
2.792,-1.88826,-0.0176206
2.794,-1.88723,-0.0175372
2.796,-1.88625,-0.0175122
2.798,-1.88525,-0.0175205
2.8,-1.88428,-0.0174705
2.802,-1.88327,-0.0174872
2.804,-1.8822,-0.0173996
2.806,-1.88112,-0.017383
2.808,-1.88022,-0.0173705
2.81,-1.87926,-0.0173538
2.812,-1.87828,-0.0173204
2.814,-1.87732,-0.0173079
2.816,-1.87623,-0.0172829
2.818,-1.8753,-0.0172371
2.82,-1.87436,-0.0172496
2.822,-1.87311,-0.0171704
2.824,-1.87225,-0.0171579
2.826,-1.87131,-0.017187
2.828,-1.87028,-0.0171162
2.83,-1.86917,-0.0170953
2.832,-1.86825,-0.0170828
2.834,-1.86735,-0.017112
2.836,-1.86641,-0.0170203
2.838,-1.86518,-0.0170411
2.84,-1.86422,-0.0169828
2.842,-1.8633,-0.0169786
2.844,-1.86231,-0.0169453
2.846,-1.86123,-0.0169494
2.848,-1.86027,-0.0169411
2.85,-1.85927,-0.0169286
2.852,-1.8583,-0.0168244
2.854,-1.85729,-0.0167952
2.856,-1.8563,-0.0167827
2.858,-1.85532,-0.0168035
2.86,-1.85445,-0.016766
2.862,-1.85355,-0.0167035
2.864,-1.85222,-0.016741
2.866,-1.85131,-0.0167035
2.868,-1.85043,-0.0166785
2.87,-1.84922,-0.016666
2.872,-1.84827,-0.0166284
2.874,-1.84733,-0.0165868
2.876,-1.84632,-0.0166076
2.878,-1.84542,-0.0165451
2.88,-1.84427,-0.0165451
2.882,-1.84331,-0.0165117
2.884,-1.84239,-0.0164784
2.886,-1.84123,-0.0164992
2.888,-1.84024,-0.0164367
2.89,-1.83931,-0.0164367
2.892,-1.83832,-0.0164033
2.894,-1.8373,-0.0164033
2.896,-1.83623,-0.0163867
2.898,-1.83524,-0.0163075
2.9,-1.83425,-0.0162991
2.902,-1.83324,-0.0162741
2.904,-1.83222,-0.0162783
2.906,-1.83128,-0.0162241
2.908,-1.8303,-0.0162324
2.91,-1.8296,-0.0162158
2.912,-1.82833,-0.0161657
2.914,-1.82733,-0.0161657
2.916,-1.82643,-0.0161366
2.918,-1.82512,-0.0161324
2.92,-1.82427,-0.0161157
2.922,-1.82337,-0.0161241
2.924,-1.82225,-0.0160865
2.926,-1.82132,-0.0160907
2.928,-1.82025,-0.016049
2.93,-1.81927,-0.0160365
2.932,-1.81842,-0.0159365
2.934,-1.81716,-0.0159573
2.936,-1.81626,-0.0158781
2.938,-1.81529,-0.0159198
2.94,-1.81427,-0.0158823
2.942,-1.81329,-0.0158698
2.944,-1.81226,-0.0158156
2.946,-1.81129,-0.0158364
2.948,-1.81029,-0.0157947
2.95,-1.80929,-0.0157781
2.952,-1.8083,-0.0157656
2.954,-1.80732,-0.0157447
2.956,-1.80627,-0.0157405
2.958,-1.80529,-0.0156864
2.96,-1.80425,-0.0156613
2.962,-1.80338,-0.015653
2.964,-1.8024,-0.0156155
2.966,-1.80108,-0.0156113
2.968,-1.80027,-0.0156155
2.97,-1.79932,-0.0155655
2.972,-1.79832,-0.0155154
2.974,-1.79735,-0.0155071
2.976,-1.79625,-0.0155029
2.978,-1.79537,-0.0155071
2.98,-1.79443,-0.0154612
2.982,-1.79322,-0.0154237
2.984,-1.79226,-0.0154196
2.986,-1.79133,-0.015382
2.988,-1.79027,-0.0153695
2.99,-1.78922,-0.0153445
2.992,-1.78825,-0.0152987
2.994,-1.7873,-0.0152945
2.996,-1.78628,-0.0152653
2.998,-1.78523,-0.015257
3.0,-1.78425,-0.0152528
3.002,-1.78327,-0.015207
3.004,-1.78231,-0.015182
3.006,-1.78125,-0.0151611
3.008,-1.78024,-0.0151361
3.01,-1.77928,-0.0151653
3.012,-1.77842,-0.0151444
3.014,-1.77722,-0.0151069
3.016,-1.77625,-0.0151194
3.018,-1.7754,-0.0150652
3.02,-1.77427,-0.0150611
3.022,-1.77312,-0.015011
3.024,-1.77225,-0.015011
3.026,-1.77139,-0.0149735
3.028,-1.77045,-0.0149735
3.03,-1.76917,-0.0149318
3.032,-1.76825,-0.0149527
3.034,-1.76733,-0.0148985
3.036,-1.76626,-0.0148943
3.038,-1.76531,-0.014911
3.04,-1.76425,-0.0148526
3.042,-1.76332,-0.0147984
3.044,-1.76242,-0.0147943
3.046,-1.7613,-0.0148151
3.048,-1.76025,-0.0147609
3.05,-1.75926,-0.0147609
3.052,-1.7583,-0.0146942
3.054,-1.75724,-0.0147026
3.056,-1.75626,-0.0146525
3.058,-1.75527,-0.0146692
3.06,-1.75434,-0.0146109
3.062,-1.75305,-0.0146234
3.064,-1.75256,-0.0146234
3.066,-1.75133,-0.0145817
3.068,-1.75032,-0.0145692
3.07,-1.74956,-0.0145358
3.072,-1.74825,-0.0145567
3.074,-1.7474,-0.0145191
3.076,-1.74645,-0.01449
3.078,-1.7452,-0.0144858
3.08,-1.74425,-0.0145025
3.082,-1.74338,-0.0144941
3.084,-1.74229,-0.0144941
3.086,-1.74135,-0.0144024
3.088,-1.74025,-0.0144441
3.09,-1.73937,-0.0143441
3.092,-1.73841,-0.0143107
3.094,-1.73727,-0.0143441
3.096,-1.73627,-0.0143274
3.098,-1.73531,-0.0142524
3.1,-1.7343,-0.0142482
3.102,-1.73329,-0.0142232
3.104,-1.73228,-0.0142107
3.106,-1.73129,-0.0141648
3.108,-1.7303,-0.0141732
3.11,-1.72929,-0.0141231
3.112,-1.7283,-0.014144
3.114,-1.72742,-0.014094
3.116,-1.72642,-0.0141106
3.118,-1.72551,-0.0140648
3.12,-1.72427,-0.0140398
3.122,-1.7234,-0.0140606
3.124,-1.72246,-0.0140106
3.126,-1.72118,-0.0139856
3.128,-1.72024,-0.0139814
3.13,-1.71934,-0.0139105
3.132,-1.71832,-0.0139064
3.134,-1.71725,-0.0138605
3.136,-1.71625,-0.0138355
3.138,-1.71543,-0.0138188
3.14,-1.71444,-0.013773
3.142,-1.71317,-0.0137855
3.144,-1.71225,-0.013798
3.146,-1.71136,-0.0137771
3.148,-1.71031,-0.013748
3.15,-1.70923,-0.0136938
3.152,-1.70825,-0.0136979
3.154,-1.70725,-0.0136729
3.156,-1.70638,-0.0136437
3.158,-1.70528,-0.0135771
3.16,-1.70432,-0.0135854
3.162,-1.70327,-0.0135729
3.164,-1.70231,-0.0135312
3.166,-1.70164,-0.0135145
3.168,-1.70036,-0.0134812
3.17,-1.69938,-0.0134437
3.172,-1.69844,-0.0134145
3.174,-1.69735,-0.0133728
3.176,-1.69633,-0.0134103
3.178,-1.6954,-0.0133853
3.18,-1.69436,-0.0133436
3.182,-1.6935,-0.0133061
3.184,-1.69224,-0.0133311
3.186,-1.69135,-0.0132477
3.188,-1.69044,-0.0132102
3.19,-1.68915,-0.0131644
3.192,-1.68826,-0.0131977
3.194,-1.6873,-0.0131018
3.196,-1.68631,-0.0131185
3.198,-1.68541,-0.0130935
3.2,-1.68426,-0.0130143
3.202,-1.68332,-0.013031
3.204,-1.68236,-0.0129684
3.206,-1.68129,-0.0129351
3.208,-1.68028,-0.0129017
3.21,-1.67925,-0.0128767
3.212,-1.67829,-0.0128684
3.214,-1.6773,-0.0127767
3.216,-1.67625,-0.0128142
3.218,-1.6753,-0.0127475
3.22,-1.6744,-0.0126975
3.222,-1.67319,-0.012635
3.224,-1.67231,-0.0125516
3.226,-1.6714,-0.0125641
3.228,-1.67036,-0.0125474
3.23,-1.6694,-0.0124765
3.232,-1.66825,-0.0124557
3.234,-1.66732,-0.012414
3.236,-1.66644,-0.012389
3.238,-1.66518,-0.012314
3.24,-1.66425,-0.0122348
3.242,-1.66342,-0.0122139
3.244,-1.66231,-0.0121847
3.246,-1.66125,-0.0121222
3.248,-1.66025,-0.0120805
3.25,-1.65933,-0.0119972
3.252,-1.65841,-0.0119596
3.254,-1.6573,-0.0119596
3.256,-1.65632,-0.0118846
3.258,-1.65534,-0.0117971
3.26,-1.65437,-0.011747
3.262,-1.65333,-0.0116678
3.264,-1.65226,-0.0116011
3.266,-1.65132,-0.0115636
3.268,-1.65046,-0.0114969
3.27,-1.64933,-0.0113552
3.272,-1.6485,-0.0113219
3.274,-1.64738,-0.0112593
3.276,-1.64631,-0.0111593
3.278,-1.64553,-0.0111218
3.28,-1.64425,-0.0110009
3.282,-1.64337,-0.0109383
3.284,-1.64245,-0.0108967
3.286,-1.64121,-0.0108258
3.288,-1.64025,-0.010659
3.29,-1.63941,-0.010584
3.292,-1.63831,-0.010509
